OBJECTID,CNTYPT_,NAME,PYNAME,ADCODE93,POINT_X,POINT_Y
1570,2079.000000000000000,崇仁县,Chongren Xian,362525,116.061580000000049,27.755640000000085
1571,2080.000000000000000,大关县,Daguan Xian,532125,103.894650000000070,27.753347000000076
1572,2081.000000000000000,新化县,Xinhua Xian,432524,111.294720000000041,27.748905000000036
1573,2082.000000000000000,贡山独龙族怒族自治县,Gongshan Derungzu Nuzu Zizhixian,533324,98.661720000000059,27.747147000000041
1574,2083.000000000000000,娄底市,Loudi Shi,432501,111.992280000000051,27.741852000000051
1575,2084.000000000000000,湘乡市,Xiangxiang Shi,430381,112.518750000000068,27.737247000000082
1576,2086.000000000000000,布拖县,Butuo Xian,513429,102.804240000000050,27.712940000000060
1577,2087.000000000000000,株洲县,Zhuzhou Xian,430221,113.147520000000100,27.710634000000084
1578,2088.000000000000000,资溪县,Zixi Xian,362529,117.063060000000064,27.702961000000073
1579,2089.000000000000000,金阳县,Jinyang Xian,513430,103.246430000000032,27.700712000000067
1580,2090.000000000000000,涟源市,Lianyuan Shi,432503,111.669480000000078,27.698658000000080
1581,2092.000000000000000,冷水江市,Lengshuijiang Shi,432502,111.424940000000049,27.695070000000044
1582,2093.000000000000000,江口县,Jiangkou Xian,522222,108.843350000000044,27.694986000000085
1583,2094.000000000000000,平阳县,Pingyang Xian,330326,120.556440000000066,27.675718000000074
1584,2095.000000000000000,醴陵市,Liling Shi,430281,113.494100000000003,27.668518000000063
1585,2097.000000000000000,彝良县,Yiliang Xian,532129,104.050240000000031,27.629406000000074
1586,2098.000000000000000,庆元县,Qingyuan Xian,332525,119.051320000000032,27.614202000000034
1587,2099.000000000000000,南城县,Nancheng Xian,362522,116.627450000000067,27.559717000000035
1588,2100.000000000000000,泰顺县,Taishun Xian,330329,119.710460000000012,27.557787000000076
1589,2101.000000000000000,峡江县,Xiajiang Xian,362423,115.147280000000023,27.553688000000079
1590,2103.000000000000000,宜黄县,Yihuang Xian,362527,116.210180000000037,27.546391000000085
1591,2104.000000000000000,光泽县,Guangze Xian,352127,117.333250000000021,27.539524000000085
1592,2105.000000000000000,遵义县,Zunyi Xian,522121,106.822870000000080,27.539255000000082
1593,2107.000000000000000,松溪县,Songxi Xian,352128,118.774610000000052,27.528404000000080
1594,2108.000000000000000,石阡县,Shiqian Xian,522224,108.231810000000053,27.521961000000090
1595,2109.000000000000000,万山特区,Wanshan Tequ,522230,109.208730000000060,27.520458000000076
1596,2110.000000000000000,苍南县,Cangnan Xian,330327,120.387440000000083,27.513500000000079
1597,2111.000000000000000,亚东县,Yadong(Chomo) Xian,542334,88.902077000000077,27.475985000000037
1598,2112.000000000000000,金沙县,Jinsha Xian,522424,106.218180000000075,27.465887000000066
1599,2113.000000000000000,双峰县,Shuangfeng Xian,432522,112.198440000000005,27.463396000000046
1600,2114.000000000000000,寿宁县,Shouning Xian,352229,119.510570000000030,27.459597000000088
1601,2115.000000000000000,芷江侗族自治县,Zhijiang DOngzu Zizhixian,433027,109.684080000000051,27.447302000000036
1602,2116.000000000000000,镇雄县,Zhenxiong Xian,532128,104.869800000000055,27.440968000000055
1603,2118.000000000000000,乐安县,Le'an Xian,362526,115.831780000000094,27.426289000000054
1604,2119.000000000000000,盐源县,Yanyuan Xian,513423,101.511660000000063,27.421679000000040
1605,2120.000000000000000,德昌县,Dechang Xian,513424,102.172830000000033,27.405424000000039
1606,2121.000000000000000,安福县,Anfu Xian,362429,114.608450000000062,27.382462000000089
1607,2122.000000000000000,普格县,Puge Xian,513428,102.540250000000071,27.380705000000034
1608,2123.000000000000000,政和县,Zhenghe Xian,352129,118.853190000000041,27.372105000000090
1609,2124.000000000000000,新晃侗族自治县,Xinhuang Dongzu Zizhixian,433026,109.171570000000031,27.357138000000077
1610,2126.000000000000000,建阳县,Jianyang Xian,352122,118.105370000000107,27.339880000000051
1611,2127.000000000000000,邵武市,Shaowu Shi,352102,117.483400000000074,27.337692000000061
1612,2128.000000000000000,福鼎县,Fuding Xian,352224,120.213070000000016,27.329775000000041
1613,2129.000000000000000,黔阳县,Qianyang Xian,433021,110.136960000000045,27.329115000000058
1614,2130.000000000000000,新邵县,Xinshao Xian,430522,111.458370000000059,27.327436000000091
1615,2131.000000000000000,永丰县,Yongfeng Xian,362425,115.432720000000018,27.322115000000053
1616,2132.000000000000000,毕节县,Bijie Xian,522421,105.284000000000049,27.308081000000072
1617,2133.000000000000000,黎川县,Lichuan Xian,362523,116.914230000000089,27.296833000000049
1618,2134.000000000000000,宁蒗彝族自治县,Ninglang Yizu Zizhixian,533224,100.849610000000041,27.288137000000063
1619,2137.000000000000000,衡山县,Hengshan Xian,430423,112.852420000000052,27.245646000000079
1620,2138.000000000000000,邵东县,Shaodong Xian,430521,111.739140000000077,27.245316000000059
1621,2139.000000000000000,柘荣县,Zherong Xian,352231,119.891930000000002,27.242340000000070
1622,2140.000000000000000,玉屏侗族自治县,Yuping Dongzu Zizhixian,522223,108.911540000000059,27.235931000000051
1623,2141.000000000000000,余庆县,Yuqing Xian,522129,107.893100000000061,27.222479000000078
1624,2142.000000000000000,岑巩县,Cengong Xian,522626,108.739460000000065,27.216145000000040
1625,2143.000000000000000,吉水县,Jishui Xian,362422,115.132249999999999,27.214367000000038
1626,2144.000000000000000,南丰县,Nanfeng Xian,362524,116.529930000000036,27.214306000000079
1627,2145.000000000000000,鲁甸县,Ludian Xian,532122,103.545190000000048,27.199028000000055
1628,2146.000000000000000,维西傈僳族自治县,Weixi Lisuzu Zizhixian,533423,99.285271000000080,27.186052000000075
1629,2147.000000000000000,大方县,Dafang Xian,522422,105.606080000000077,27.147026000000039
1630,2148.000000000000000,莲花县,Lianhua Xian,362431,113.952080000000024,27.131407000000081
1631,2149.000000000000000,赫章县,Hezhang Xian,522428,104.722080000000062,27.127472000000068
1632,2150.000000000000000,隆回县,Longhui Xian,430524,111.021710000000041,27.119118000000071
1633,2151.000000000000000,周宁县,Zhouning Xian,352230,119.335930000000076,27.113119000000040
1634,2152.000000000000000,洪江市,Hongjiang Shi,433002,109.991600000000062,27.112776000000054
1635,2154.000000000000000,息烽县,Xifeng Xian,522523,106.730530000000044,27.097521000000086
1636,2155.000000000000000,衡东县,Hengdong Xian,430424,112.944000000000074,27.088995000000068
1637,2156.000000000000000,福安市,Fu'an Shi,352202,119.646950000000061,27.088558000000035
1638,2157.000000000000000,瓮安县,Weng'an Xian,522725,107.482830000000035,27.073069000000089
1639,2158.000000000000000,宁南县,Ningna Xian,513427,102.755060000000071,27.070726000000036
1640,2159.000000000000000,洞口县,Dongkou Xian,430525,110.570320000000038,27.067801000000088
1641,2160.000000000000000,开阳县,Kaiyang Xian,522522,106.967380000000048,27.058855000000051
1642,2161.000000000000000,镇远县,Zhenyuan Xian,522625,108.418450000000064,27.054264000000046
1643,2162.000000000000000,吉安县,Ji'an Xian,362421,114.900950000000080,27.041361000000052
1644,2163.000000000000000,建瓯县,Jian'ou Xian,352123,118.323780000000056,27.038864000000046
1645,2164.000000000000000,施秉县,Shibing Xian,522623,108.118930000000034,27.037273000000084
1646,2165.000000000000000,黔西县,Qianxi Xian,522423,106.036700000000053,27.034166000000084
1647,2166.000000000000000,攸县,You Xian,430223,113.343330000000037,27.004034000000047
1648,2167.000000000000000,邵阳县,Shaoyang Xian,430523,111.265820000000076,26.996775000000071
1649,2168.000000000000000,衡阳县,Hengyang Xian,430401,112.371060000000057,26.973873000000083
1650,2169.000000000000000,三穗县,Sansui Xian,522624,108.679240000000050,26.971510000000080
1651,2170.000000000000000,永新县,Yongxin Xian,362430,114.236870000000067,26.945564000000047
1652,2171.000000000000000,巧家县,Qiaojia Xian,532123,102.920250000000067,26.916569000000038
1653,2172.000000000000000,盐边县,Yanbian Xian,510422,101.545280000000048,26.913048000000060
1654,2173.000000000000000,屏南县,Pingnan Xian,352228,118.973510000000033,26.911156000000062
1655,2174.000000000000000,天柱县,Tianzhu Xian,522627,109.200430000000040,26.908808000000079
1656,2175.000000000000000,衡南县,Hengnan Xian,430401,112.597040000000106,26.901617000000044
1657,2177.000000000000000,福贡县,Fugong Xian,533323,98.879677000000072,26.900753000000066
1658,2178.000000000000000,泰宁县,Taining Xian,350429,117.159110000000055,26.898485000000051
1659,2179.000000000000000,黄平县,Huangping Xian,522622,107.902140000000031,26.895836000000088
1660,2180.000000000000000,米易县,Miyi Xian,510421,102.111720000000048,26.888992000000087
1661,2181.000000000000000,霞浦县,Xiapu Xian,352225,119.990390000000048,26.883463000000063
1662,2182.000000000000000,丽江纳西族自治县,Lijiang Naxizu Zizhixian,533221,100.235980000000040,26.874634000000071
1663,2183.000000000000000,会同县,Huitong Xian,433029,109.713550000000055,26.861492000000055
1664,2184.000000000000000,威宁彝族回族苗族自治县,Weining Yizu Huizu Zizhixian,522427,104.289830000000052,26.860271000000068
1665,2185.000000000000000,修文县,Xiuwen Xian,522524,106.591930000000048,26.842997000000082
1666,2186.000000000000000,广昌县,Guangchang Xian,362532,116.316570000000070,26.836372000000040
1667,2187.000000000000000,建宁县,Jianning Xian,350430,116.832530000000020,26.832491000000061
1668,2188.000000000000000,茶陵县,Chaling Xian,430224,113.552170000000046,26.801975000000084
1669,2189.000000000000000,顺昌县,Shunchang Xian,352121,117.806280000000015,26.797091000000080
1670,2190.000000000000000,泰和县,Taihe Xian,362426,114.894870000000083,26.792103000000054
1671,2191.000000000000000,祁东县,Qidong Xian,430426,112.123180000000048,26.791624000000070
1672,2192.000000000000000,纳雍县,Nayong Xian,522426,105.377090000000067,26.775127000000055
1673,2193.000000000000000,武冈县,Wugang Xian,430526,110.622290000000078,26.730705000000057
1674,2194.000000000000000,将乐县,Jiangle Xian,350428,117.455020000000104,26.720821000000058
1675,2195.000000000000000,宁冈县,Ninggang Xian,362432,113.958850000000098,26.709301000000039
1676,2196.000000000000000,安仁县,Anren Xian,432831,113.267650000000003,26.706846000000041
1677,2197.000000000000000,福泉县,Fuquan Xian,522724,107.512510000000077,26.701212000000055
1678,2198.000000000000000,永胜县,Yongsheng Xian,533222,100.748040000000060,26.689333000000090
1679,2199.000000000000000,锦屏县,Jinping Xian,522628,109.195010000000025,26.684566000000075
1680,2200.000000000000000,台江县,Taijiang Xian,522630,108.311110000000042,26.676718000000051
1681,2201.000000000000000,会理县,Huili Xian,513425,102.233860000000050,26.661867000000086
1682,2203.000000000000000,织金县,Zhijin Xian,522425,105.763090000000034,26.660494000000085
1683,2204.000000000000000,剑河县,Jianhe Xian,522629,108.584590000000048,26.650932000000068
1684,2205.000000000000000,会东县,Huidong Xian,513426,102.567210000000046,26.643356000000040
1685,2208.000000000000000,华坪县,Huaping Xian,533223,101.263900000000035,26.630207000000041
1686,2210.000000000000000,祁阳县,Qiyang Xian,432930,111.855900000000076,26.591692000000080
1687,2212.000000000000000,贵定县,Guiding Xian,522723,107.239620000000059,26.585646000000054
1688,2213.000000000000000,绥宁县,Suining Xian,430527,110.158440000000041,26.583199000000036
1689,2216.000000000000000,水城县,Shuicheng Xian,520201,104.873390000000029,26.577568000000042
1690,2218.000000000000000,古田县,Gutian Xian,352227,118.738430000000108,26.577341000000047
1691,2219.000000000000000,靖州苗族侗族自治县,Jingzhou Miaozu Dongzu Zizhixian,433030,109.694780000000037,26.575760000000059
1692,2220.000000000000000,井冈山市,Jinggangshan Shi,362402,114.158840000000055,26.566874000000041
1693,2221.000000000000000,鹤庆县,Heqing Xian,532932,100.179280000000063,26.559418000000051
1694,2222.000000000000000,清镇县,Qingzhen Xian,522525,106.467620000000068,26.556049000000087
1695,2224.000000000000000,剑川县,Jianchuan Xian,532931,99.898743000000081,26.530956000000060
1696,2226.000000000000000,麻江县,Majiang Xian,522635,107.588040000000035,26.498539000000051
1697,2227.000000000000000,酃县,Ling Xian,430225,113.766650000000027,26.496861000000081
1698,2228.000000000000000,罗源县,Luoyuan Xian,350123,119.544930000000022,26.490908000000047
1699,2229.000000000000000,宁都县,Ningdu Xian,362131,116.010100000000079,26.466515000000072
1700,2230.000000000000000,万安县,Wan'an Xian,362428,114.779680000000099,26.461771000000056
1701,2231.000000000000000,龙里县,Longli Xian,522730,106.981060000000070,26.458336000000088
1702,2232.000000000000000,冷水滩市,Lengshuitan Shi,432902,111.584230000000048,26.443542000000036
1703,2233.000000000000000,兰坪白族普米族自治县,Lanping Baizu Pumizu Zizhixian,533325,99.406075000000044,26.434580000000039
1704,2234.000000000000000,新宁县,Xinning Xian,430528,110.844430000000045,26.433083000000067
1705,2236.000000000000000,会泽县,Huize Xian,532233,103.294640000000072,26.420563000000072
1706,2237.000000000000000,平坝县,Pingba Xian,522526,106.260860000000037,26.417788000000087
1707,2238.000000000000000,耒阳市,Leiyang Shi,430481,112.846890000000030,26.415070000000071
1708,2239.000000000000000,常宁县,Changning Xian,430425,112.387090000000057,26.407257000000072
1709,2240.000000000000000,东安县,Dong'an Xian,432922,111.284260000000074,26.403675000000078
1710,2241.000000000000000,沙县,Sha Xian,350427,117.781790000000001,26.397610000000043
1711,2242.000000000000000,雷山县,Leishan Xian,522634,108.068210000000079,26.388655000000085
1712,2243.000000000000000,城步苗族自治县,Chengbu Miaozu Zizhixian,430529,110.309220000000039,26.360613000000058
1713,2244.000000000000000,明溪县,Mingxi Xian,350421,117.198690000000056,26.349825000000067
1714,2245.000000000000000,石城县,Shicheng Xian,362137,116.338940000000093,26.328182000000083
1715,2246.000000000000000,遂川县,Suichuan Xian,362427,114.505660000000034,26.327883000000043
1716,2247.000000000000000,兴国县,Xingguo Xian,362133,115.342770000000087,26.321701000000076
1717,2248.000000000000000,普定县,Puding Xian,522527,105.746330000000057,26.311441000000059
1718,2249.000000000000000,宁化县,Ninghua Xian,350424,116.659510000000068,26.266445000000090
1719,2252.000000000000000,黎平县,Liping Xian,522631,109.132930000000044,26.231159000000048
1720,2254.000000000000000,宣威县,Xuanwei Xian,532224,104.106410000000039,26.218842000000052
1721,2255.000000000000000,闽清县,Minqing Xian,350124,118.862500000000068,26.213224000000082
1722,2257.000000000000000,六枝特区,Luzhi Tequ,520203,105.477980000000059,26.204273000000057
1723,2258.000000000000000,丹寨县,Danzhai Xian,522636,107.792260000000056,26.200058000000070
1724,2259.000000000000000,连江县,Lianjiang Xian,350122,119.534470000000056,26.198015000000055
1725,2260.000000000000000,尤溪县,Youxi Xian,350426,118.182190000000105,26.171848000000068
1726,2261.000000000000000,清流县,Qingliu Xian,350423,116.814140000000066,26.163521000000060
1727,2262.000000000000000,通道侗族自治县,Dongdao Tongzu Zizhixian,433031,109.769920000000070,26.159428000000048
1728,2263.000000000000000,闽侯县,Minhou Xian,350121,119.145970000000034,26.150448000000040
1729,2264.000000000000000,惠水县,Huishui Xian,522731,106.656240000000025,26.138756000000058
1730,2265.000000000000000,永兴县,Yongxing Xian,432823,113.114940000000047,26.133934000000067
1731,2266.000000000000000,洱源县,Eryuan Xian,532930,99.949234000000047,26.112703000000067
1732,2268.000000000000000,桂东县,Guidong Xian,432829,113.933130000000006,26.082670000000064
1733,2269.000000000000000,永仁县,Yongren Xian,532327,101.674200000000042,26.062557000000083
1734,2270.000000000000000,镇宁布依族苗族自治县,Zhenning Buyizu Miaozu Zizhixian,522529,105.763560000000041,26.054596000000060
1735,2272.000000000000000,资源县,Ziyuan Xian,452329,110.637950000000046,26.030924000000084
1736,2273.000000000000000,长顺县,Changshun Xian,522729,106.452150000000074,26.030334000000039
1737,2274.000000000000000,三都水族自治县,Sandu Shuizu Zizhixian,522732,107.862370000000055,25.992197000000090
1738,2275.000000000000000,泸水县,Lushui Xian,533321,98.818764000000044,25.982824000000051
1739,2276.000000000000000,永安市,Yong'an Shi,350481,117.361430000000041,25.965034000000060
1740,2277.000000000000000,双牌县,Shuangpai Xian,432929,111.652990000000045,25.963419000000044
1741,2278.000000000000000,长乐县,Changle Xian,350126,119.518840000000068,25.959837000000050
1742,2279.000000000000000,于都县,Yudu Xian,362132,115.409360000000106,25.954086000000075
1743,2280.000000000000000,关岭布依族苗族自治县,Guanling Buyizu Miaozu Zizhixian,522528,105.618870000000072,25.950773000000083
1744,2281.000000000000000,资兴市,Zixing Shi,432802,113.222530000000006,25.943691000000058
1745,2282.000000000000000,全州县,Quanzhou Xian,452323,111.065000000000055,25.931814000000088
1746,2283.000000000000000,榕江县,Rongjiang Xian,522632,108.516170000000045,25.925589000000059
1747,2284.000000000000000,新田县,Xintian Xian,432928,112.210149999999999,25.912876000000040
1748,2285.000000000000000,云龙县,Yunlong Xian,532929,99.374886000000060,25.893173000000047
1749,2286.000000000000000,瑞金县,Ruijin Xian,362134,116.024680000000103,25.872566000000063
1750,2287.000000000000000,永泰县,Yongtai Xian,350125,118.934100000000058,25.867622000000040
1751,2288.000000000000000,赣县,Gan Xian,362121,115.001670000000104,25.859724000000085
1752,2290.000000000000000,平塘县,Pingtang Xian,522727,107.326000000000079,25.835638000000074
1753,2291.000000000000000,晴隆县,Qinglong Xian,522324,105.215880000000027,25.833469000000036
1754,2292.000000000000000,长汀县,Changting Xian,352622,116.349540000000047,25.833382000000086
1755,2293.000000000000000,宾川县,Binchuan Xian,532924,100.577840000000037,25.830271000000039
1756,2294.000000000000000,独山县,Dushan Xian,522726,107.542750000000069,25.829073000000051
1757,2296.000000000000000,郴县,Chen Xian,432801,113.025140000000079,25.802719000000081
1758,2297.000000000000000,上犹县,Shangyou Xian,362125,114.531750000000102,25.796444000000065
1759,2298.000000000000000,龙胜各族自治县,Longsheng Gezu Zizhixian,452328,110.008950000000027,25.794008000000076
1760,2299.000000000000000,盘县特区,Panxian Tequ,520202,104.649890000000028,25.793142000000046
1761,2300.000000000000000,普安县,Pu'an Xian,522323,104.952080000000080,25.788410000000056
1762,2301.000000000000000,三江侗族自治县,Sanjiang Dongzu Zizhixian,452228,109.595760000000041,25.785355000000038
1763,2302.000000000000000,紫云苗族布依族自治县,Ziyun Miaozu Buyizu Zizhixian,522530,106.083140000000071,25.753273000000036
1764,2303.000000000000000,从江县,Congjiang Xian,522633,108.900760000000048,25.745731000000035
1765,2304.000000000000000,桂阳县,Guiyang Xian,432822,112.725930000000062,25.741970000000038
1766,2305.000000000000000,福清市,Fuqing Shi,350181,119.381439999999998,25.727917000000048
1767,2306.000000000000000,大姚县,Dayao Xian,532326,101.325310000000059,25.725731000000053
1768,2307.000000000000000,连城县,Liancheng Xian,352627,116.745740000000069,25.708454000000074
1769,2308.000000000000000,元谋县,Yuanmou Xian,532328,101.876630000000034,25.704000000000065
1770,2309.000000000000000,崇义县,Chongyi Xian,362126,114.301860000000033,25.693590000000086
1771,2310.000000000000000,大田县,Datian Xian,350425,117.836820000000102,25.692293000000063
1772,2311.000000000000000,富源县,Fuyuan Xian,532225,104.248680000000036,25.672686000000056
1773,2312.000000000000000,南康县,Nankang Xian,362122,114.745160000000055,25.658571000000052
1774,2313.000000000000000,漾濞彝族自治县,Yangbi Yizu Zizhixian,532922,99.965630000000033,25.653889000000049
1775,2314.000000000000000,兴安县,Xing'an Xian,452324,110.665870000000041,25.613132000000064
1776,2315.000000000000000,宁远县,Ningyuan Xian,432924,111.938680000000033,25.598452000000066
1777,2317.000000000000000,嘉禾县,Jiahe Xian,432826,112.358690000000024,25.586987000000079
1778,2318.000000000000000,会昌县,Huichang Xian,362135,115.783020000000079,25.584330000000080
1779,2319.000000000000000,禄劝彝族苗族自治县,Luchuan Yizu Miaozu Zizhixian,530128,102.461720000000071,25.562651000000074
1780,2320.000000000000000,寻甸回族彝族自治县,Xundian Huizu Yizu Zizhixian,532231,103.253720000000044,25.562204000000065
1781,2321.000000000000000,汝城县,Rucheng Xian,432828,113.679720000000088,25.551720000000046
1782,2322.000000000000000,武定县,Wuding Xian,532329,102.398320000000069,25.535849000000042
1783,2323.000000000000000,道县,Dao Xian,432923,111.590880000000027,25.531357000000071
1784,2324.000000000000000,姚安县,Yao'an Xian,532325,101.242460000000051,25.513739000000044
1785,2325.000000000000000,平潭县,Pingtan Xian,350128,119.783650000000080,25.503984000000059
1786,2327.000000000000000,灌阳县,Guanyang Xian,452327,111.144690000000026,25.488653000000056
1787,2328.000000000000000,祥云县,Xiangyun Xian,532923,100.558980000000076,25.479092000000037
1788,2329.000000000000000,德化县,Dehua Xian,350526,118.229220000000055,25.476954000000035
1789,2330.000000000000000,永平县,Yongping Xian,532928,99.519341000000054,25.463171000000045
1790,2331.000000000000000,兴仁县,Xingren Xian,522322,105.182050000000061,25.437069000000065
1791,2332.000000000000000,莆田县,Putian Xian,350301,119.011100000000056,25.433954000000085
1792,2334.000000000000000,罗甸县,Luodian Xian,522728,106.751470000000040,25.428503000000035
1793,2335.000000000000000,马龙县,Malong Xian,532223,103.580210000000079,25.428434000000038
1794,2336.000000000000000,荔波县,Libo Xian,522722,107.878400000000056,25.414360000000045
1795,2337.000000000000000,灵川县,Lingchuan Xian,452322,110.324150000000031,25.412704000000076
1796,2338.000000000000000,宜章县,Yizhang Xian,432824,112.942120000000045,25.401428000000067
1797,2339.000000000000000,大余县,Dayu Xian,362124,114.350570000000062,25.399954000000037
1798,2340.000000000000000,贞丰县,Zhenfeng Xian,522325,105.654780000000073,25.387112000000059
1799,2341.000000000000000,信丰县,Xinfeng Xian,362123,114.931080000000065,25.378399000000059
1800,2342.000000000000000,蓝山县,Lanshan Xian,432927,112.177760000000035,25.372412000000054
1801,2343.000000000000000,仙游县,Xianyou Xian,350322,118.683670000000006,25.364557000000048
1802,2344.000000000000000,弥渡县,Midu Xian,532925,100.494180000000028,25.342232000000081
1803,2345.000000000000000,嵩明县,Songming Xian,530127,103.033320000000060,25.341337000000067
1804,2346.000000000000000,永春县,Yongchun Xian,350525,118.287170000000060,25.325790000000040
1805,2347.000000000000000,牟定县,Muding Xian,532323,101.535610000000077,25.317526000000043
1806,2348.000000000000000,漳平市,Zhangping Shi,352602,117.404030000000034,25.289463000000069
1807,2349.000000000000000,临武县,Linwu Xian,432827,112.538380000000075,25.281507000000090
1808,2351.000000000000000,江永县,Jiangyong Xian,432925,111.336450000000070,25.276974000000052
1809,2352.000000000000000,临桂县,Lingui Xian,450322,110.207190000000026,25.236319000000037
1810,2353.000000000000000,富民县,Fumin Xian,530124,102.490010000000041,25.232294000000081
1811,2354.000000000000000,巍山彝族回族自治县,Weishan Yizu Huizu Zizhixian,532927,100.308880000000045,25.230034000000046
1812,2355.000000000000000,融安县,Rong'an Xian,452227,109.388170000000059,25.217857000000038
1813,2356.000000000000000,南华县,Nanhua Xian,532324,101.276960000000031,25.196548000000064
1814,2357.000000000000000,江华瑶族自治县,Jianghua Yaozu Zizhixian,432926,111.582420000000070,25.189919000000089
1815,2358.000000000000000,望谟县,Wangmo Xian,522326,106.101500000000044,25.170830000000080
1816,2359.000000000000000,禄丰县,Lufeng Xian,532331,102.080100000000073,25.147398000000067
1817,2360.000000000000000,安远县,Anyuan Xian,362127,115.391720000000078,25.138239000000056
1818,2361.000000000000000,乐昌县,Lechang Xian,440225,113.346790000000055,25.134874000000082
1819,2363.000000000000000,南雄县,Nanxiong Xian,440223,114.302090000000021,25.118843000000084
1820,2364.000000000000000,安龙县,Anlong Xian,522328,105.466610000000060,25.115334000000075
1821,2367.000000000000000,武平县,Wuping Xian,352625,116.090600000000109,25.091484000000037
1822,2368.000000000000000,仁化县,Renhua Xian,440224,113.743120000000090,25.090054000000066
1823,2370.000000000000000,融水苗族自治县,Rongshui Miaozu Zizhixian,452229,109.248540000000048,25.065443000000073
1824,2371.000000000000000,安溪县,Anxi Xian,350524,118.181250000000091,25.060591000000045
1825,2372.000000000000000,南涧彝族自治县,Nanjian Yizu Zizhixian,532926,100.525590000000079,25.055601000000081
1826,2373.000000000000000,上杭县,Shanghang Xian,352624,116.417840000000069,25.053339000000051
1827,2378.000000000000000,陆良县,Luliang Xian,532228,103.662530000000061,25.032265000000052
1828,2379.000000000000000,腾冲县,Tengchong Xian,533023,98.494980000000055,25.024349000000086
1829,2380.000000000000000,惠安县,Hui'an Xian,350521,118.802819999999997,25.022078000000079
1830,2382.000000000000000,台北县,Taipei Hsien,710000,121.458360000000084,25.013855000000035
1831,2383.000000000000000,天峨县,Tian'e Xian,452726,107.155880000000082,25.008724000000086
1832,2384.000000000000000,桃园县,Taoyuan Hsien,710000,121.306400000000053,24.998001000000045
1833,2385.000000000000000,华安县,Hua'an Xian,350629,117.521190000000047,24.994219000000044
1834,2386.000000000000000,册亨县,Ceheng Xian,522327,105.810120000000040,24.992802000000040
1835,2387.000000000000000,南丹县,Nandan Xian,452725,107.534830000000056,24.983593000000042
1836,2388.000000000000000,永福县,Yongfu Xian,452325,109.980130000000031,24.981726000000037
1837,2389.000000000000000,南安县,Nan'an Xian,350523,118.375650000000064,24.953054000000066
1838,2390.000000000000000,寻乌县,Xunwu Xian,362136,115.633630000000039,24.946922000000086
1839,2391.000000000000000,始兴县,Shixing Xian,440222,114.063150000000064,24.945763000000056
1840,2392.000000000000000,安宁县,Anning Xian,530123,102.474120000000028,24.918442000000084
1841,2393.000000000000000,宜良县,Yiliang Xian,530125,103.141980000000046,24.911066000000062
1842,2395.000000000000000,呈贡县,Chenggong Xian,530121,102.798960000000079,24.901342000000056
1843,2396.000000000000000,龙南县,Longnan Xian,362128,114.784770000000094,24.899044000000060
1844,2397.000000000000000,罗平县,Luoping Xian,532226,104.303440000000080,24.883085000000051
1845,2398.000000000000000,恭城县,Gongcheng Xian,452332,110.821970000000078,24.832979000000080
1846,2399.000000000000000,师宗县,Shizong Xian,532227,103.991290000000049,24.831856000000073
1847,2400.000000000000000,昌宁县,Changning Xian,533025,99.606697000000054,24.831064000000083
1848,2401.000000000000000,环江毛南族自治县,Huanjiang Maonanzu Zizhixian,452724,108.256380000000036,24.829609000000062
1849,2402.000000000000000,富川瑶族自治县,Fuchuan Yaozu Zizhixian,452428,111.265090000000043,24.824177000000077
1850,2404.000000000000000,晋江县,Jinjiang Xian,350522,118.571930000000066,24.810106000000076
1851,2405.000000000000000,新竹县,Hsinchu Hsien,710000,120.957860000000096,24.809208000000069
1852,2406.000000000000000,梁河县,Lianghe Xian,533122,98.294823000000065,24.807653000000073
1853,2407.000000000000000,乐业县,Leye Xian,452629,106.562070000000062,24.792288000000042
1854,2408.000000000000000,乳源瑶族自治县,Ruyuan Yaozu Zizhixian,440232,113.269260000000031,24.784229000000039
1855,2409.000000000000000,罗城仫佬族自治县,Luocheng Mulaozu Zizhixian,452723,108.898510000000044,24.781307000000083
1856,2410.000000000000000,隆林各族自治县,Longlin Gezu Zizhixian,452631,105.331330000000037,24.781130000000076
1857,2411.000000000000000,连县,Lian Xian,441824,112.378120000000081,24.779701000000045
1858,2412.000000000000000,阳朔县,Yangshuo Xian,450321,110.483630000000062,24.777758000000063
1859,2413.000000000000000,定南县,Dingnan Xian,362129,115.017000000000053,24.771282000000042
1860,2414.000000000000000,路南彝族自治县,Lunan Yizu Zizhixian,530126,103.259930000000054,24.761480000000063
1861,2415.000000000000000,宜兰县,Ilan Hsien,710000,121.740830000000074,24.757286000000079
1862,2416.000000000000000,全南县,Quannan Xian,362130,114.523960000000102,24.743780000000072
1863,2417.000000000000000,石狮市,Shishi Shi,350581,118.632320000000050,24.736181000000045
1864,2418.000000000000000,同安县,Tong'an Xian,350221,118.144120000000044,24.736046000000044
1865,2419.000000000000000,施甸县,Shidian Xian,533022,99.177170000000046,24.732546000000070
1866,2420.000000000000000,永定县,Yongding Xian,352623,116.720760000000041,24.720377000000042
1867,2421.000000000000000,连南瑶族自治县,Liannan Yaozu Zizhixian,441826,112.282500000000027,24.718811000000073
1868,2422.000000000000000,盈江县,Yingjiang Xian,533123,97.936790000000030,24.707516000000055
1869,2423.000000000000000,双柏县,Shuangbai Xian,532322,101.639870000000030,24.694275000000061
1870,2425.000000000000000,曲江县,Qujiang Xian,440221,113.596170000000029,24.683868000000075
